"player","team","year","war","g","pa","ab","r","h","x2b","x3b","hr","rbi","sb","cs","bb","so","ba","obp","slg","ops","ops_plus","r_oba","rbat","tb","gidp","hbp","sh","sf","ibb","pos","awards","war_to_2","g_to_2","pa_to_2","ab_to_2","r_to_2","h_to_2","x2b_to_2","x3b_to_2","hr_to_2","rbi_to_2","sb_to_2","cs_to_2","bb_to_2","so_to_2","ba_to_2","obp_to_2","slg_to_2","ops_to_2","ops_plus_to_2","r_oba_to_2","rbat_to_2","tb_to_2","gidp_to_2","hbp_to_2","sh_to_2","sf_to_2","ibb_to_2","dummy_team_change","position","age","years_contract","contract_value","average_annual_contract_value","years_experience","id_contract"
"Jason Heyward","LAD","2023",1.9,124,377,334,56,90,23,0,15,40,2,2,34,64,0.269,0.34,0.473,0.813,119,0.355,122,158,7,3,0,3,1,"98H/73D",0,1.9,124,377,334,56,90,23,0,15,40,2,2,34,64,0.269,0.34,0.473,0.813,119,0.355,122,158,7,3,0,3,1,1,"RF/RF/CF/CF",34,1,720000,720000,8,1068
"Jason Heyward","2TM","2024",1.1,87,258,228,33,48,12,2,10,37,5,0,22,53,0.211,0.288,0.412,0.7,96,0.304,90,94,3,4,0,3,2,"9H/78",0,1.1,87,258,228,33,48,12,2,10,37,5,0,22,53,0.211,0.288,0.412,0.7,96,0.304,90,94,3,4,0,3,2,1,"RF/RF/CF/CF",35,1,5008214.60704802,5008214.60704802,9,1069
"Jason Heyward","SDP","2025",-0.6,34,95,85,9,15,2,0,2,12,0,1,6,20,0.176,0.223,0.271,0.494,36,0.22,31,23,1,0,0,3,0,"7/H98",0,-0.6,34,95,85,9,15,2,0,2,12,0,1,6,20,0.176,0.223,0.271,0.494,36,0.22,31,23,1,0,0,3,0,1,"RF/CF",36,1,1000000,1000000,10,1070
"Jason Motte","CHC","2015",0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",33.2,1,4500000,4500000,6.027,1071
"Jason Motte","COL","2016",0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",34.2,2,10000000,5000000,7.027,1072
"Jason Motte","ATL","2017",0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",35.2,2,10000000,5000000,8.027,1072
"Jason Motte","ATL","2017",0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",35.2,1,695958.90057858,695958.90057858,8.027,1073
"Jason Vargas","KCR","2017",0,1,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,35,0.2,6,1,0,0,0,0,0,"1",1,0,1,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,35,0.2,6,1,0,0,0,0,0,1,"SP/SP5",34.5,4,32000000,8000000,3,1074
"Jason Vargas","NYM","2018",0,20,31,27,2,4,0,0,0,0,0,0,1,8,0.148,0.179,0.148,0.327,-7,0.153,-33,4,0,0,3,0,0,"1/H",0,0,20,31,27,2,4,0,0,0,0,0,0,1,8,0.148,0.179,0.148,0.327,-7,0.153,-33,4,0,0,3,0,0,1,"SP/SP5",35.5,2,16000000,8000000,4,1075
"Jason Vargas","2TM","2019",-0.4,27,45,40,0,3,0,0,0,0,0,0,0,22,0.075,0.075,0.075,0.15,-60,0.067,-111,3,1,0,5,0,0,"1",0,-0.4,27,45,40,0,3,0,0,0,0,0,0,0,22,0.075,0.075,0.075,0.15,-60,0.067,-111,3,1,0,5,0,0,1,"SP/SP5",36.5,2,16000000,8000000,5,1075
"Jason Vargas","2TM","2019",-0.4,27,45,40,0,3,0,0,0,0,0,0,0,22,0.075,0.075,0.075,0.15,-60,0.067,-111,3,1,0,5,0,0,"1",0,-0.4,27,45,40,0,3,0,0,0,0,0,0,0,22,0.075,0.075,0.075,0.15,-60,0.067,-111,3,1,0,5,0,0,1,"SP",36.5,2,19940564.7940246,9970282.39701228,6,1076
"Jason Vosler","CIN","2023",-0.4,20,65,62,6,10,2,1,3,10,0,0,3,25,0.161,0.2,0.371,0.571,48,0.241,35,23,0,0,0,0,0,"3/51H",0,-0.4,20,65,62,6,10,2,1,3,10,0,0,3,25,0.161,0.2,0.371,0.571,48,0.241,35,23,0,0,0,0,0,1,"3B",29.9,1,1000000,1000000,0,1077
"Jason Vosler","SEA","2024",-0.1,10,30,28,2,5,1,1,0,3,0,0,2,9,0.179,0.233,0.286,0.519,53,0.229,49,8,0,0,0,0,0,"/3DH79",0,-0.1,10,30,28,2,5,1,1,0,3,0,0,2,9,0.179,0.233,0.286,0.519,53,0.229,49,8,0,0,0,0,0,1,"3B",30.9,1,761001.808873827,761001.808873827,1,1078
"Javy Guerra","MIA","2017",0,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-125,0,0,0,0,0,0,"1",0,0,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-125,0,0,0,0,0,0,1,"RP",31.8,1,695958.90057858,695958.90057858,3.018,1079
"Javy Guerra","WSN","2019",-0.1,33,5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-306,0,0,0,2,0,0,"1",0,-0.1,33,5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-306,0,0,0,2,0,0,1,"RP",33.8,1,997028.239701228,997028.239701228,3.148,1080
"Javy Guerra","WSN","2019",-0.1,33,5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-306,0,0,0,2,0,0,"1",0,-0.1,33,5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-306,0,0,0,2,0,0,1,"RP",33.8,1,997028.239701228,997028.239701228,3.148,1081
"Javy Guerra","SDP","2019",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",33.8,1,997028.239701228,997028.239701228,3.148,1080
"Javy Guerra","SDP","2019",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",33.8,1,997028.239701228,997028.239701228,3.148,1081
"Jay Bruce","NYM","2018",-0.8,94,361,319,31,71,18,1,9,37,2,3,41,75,0.223,0.31,0.37,0.68,90,0.296,85,118,3,0,0,1,4,"93/HD",0,-0.8,94,361,319,31,71,18,1,9,37,2,3,41,75,0.223,0.31,0.37,0.68,90,0.296,85,118,3,0,0,1,4,1,"RF/RF",31.3,3,39000000,13000000,9.125,1083
"Jay Bruce","2TM","2019",0.6,98,333,310,43,67,17,0,26,59,1,0,19,82,0.216,0.261,0.523,0.784,101,0.32,95,162,5,1,0,3,0,"79H3/D",0,0.6,98,333,310,43,67,17,0,26,59,1,0,19,82,0.216,0.261,0.523,0.784,101,0.32,95,162,5,1,0,3,0,1,"RF/RF",32.3,3,39000000,13000000,10.125,1083
"Jay Bruce","PHI","2020",0.2,32,103,96,11,19,4,2,6,14,0,0,7,24,0.198,0.252,0.469,0.721,89,0.315,90,45,1,0,0,0,1,"7D/H93",0,0.2,32,103,96,11,19,4,2,6,14,0,0,7,24,0.198,0.252,0.469,0.721,89,0.315,90,45,1,0,0,0,1,1,"RF/RF",33.3,3,39000000,13000000,11.125,1083
"Jay Bruce","NYY","2021",-0.4,10,39,34,3,4,1,0,1,3,0,0,5,13,0.118,0.231,0.235,0.466,30,0.217,27,8,2,0,0,0,0,"3",0,-0.4,10,39,34,3,4,1,0,1,3,0,0,5,13,0.118,0.231,0.235,0.466,30,0.217,27,8,2,0,0,0,0,1,"RF/RF",34.3,1,1350000,1350000,12.125,1084
"Jay Jackson","MIL","2019",0,27,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-142,0,0,0,0,0,0,"1",0,0,27,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-142,0,0,0,0,0,0,1,"RP",31.8,1,1000000,1000000,0,1085
"Jay Jackson","SFG","2021",0,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-125,0,0,0,0,0,0,"1",0,0,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-125,0,0,0,0,0,0,1,"RP",33.8,1,674990.669239509,674990.669239509,1,1086
"Jd Martinez","BOS","2018",6.7,150,649,569,111,188,37,2,43,130,6,1,69,146,0.33,0.402,0.629,1.031,173,0.44,179,358,19,4,0,7,11,"D79",2,6.7,150,649,569,111,188,37,2,43,130,6,1,69,146,0.33,0.402,0.629,1.031,173,0.44,179,358,19,4,0,7,11,1,"DH/RF",31,5,110000000,22000000,0,1089
"Jd Martinez","BOS","2019",3.5,146,657,575,98,175,33,2,36,105,2,0,72,138,0.304,0.383,0.557,0.939,139,0.393,139,320,19,4,0,5,9,"D97/H",2,3.5,146,657,575,98,175,33,2,36,105,2,0,72,138,0.304,0.383,0.557,0.939,139,0.393,139,320,19,4,0,5,9,1,"DH/RF",32,5,110000000,22000000,1,1089
"Jd Martinez","BOS","2020",-0.7,54,237,211,22,45,16,0,7,27,1,0,22,59,0.213,0.291,0.389,0.68,79,0.299,74,82,6,2,0,2,3,"D/97",0,-0.7,54,237,211,22,45,16,0,7,27,1,0,22,59,0.213,0.291,0.389,0.68,79,0.299,74,82,6,2,0,2,3,1,"DH/RF",33,5,110000000,22000000,2,1089
"Jd Martinez","BOS","2021",3.2,148,634,570,92,163,42,3,28,99,0,0,55,150,0.286,0.349,0.518,0.867,128,0.369,128,295,18,3,0,5,6,"D7/9",1,3.2,148,634,570,92,163,42,3,28,99,0,0,55,150,0.286,0.349,0.518,0.867,128,0.369,128,295,18,3,0,5,6,1,"DH/RF",34,5,110000000,22000000,3,1089
"Jd Martinez","BOS","2022",1.1,139,596,533,76,146,43,1,16,62,0,0,52,145,0.274,0.341,0.448,0.79,117,0.346,117,239,20,5,0,5,1,"D",1,1.1,139,596,533,76,146,43,1,16,62,0,0,52,145,0.274,0.341,0.448,0.79,117,0.346,117,239,20,5,0,5,1,1,"DH/RF",35,5,110000000,22000000,4,1089
"Jd Martinez","LAD","2023",2,113,479,432,61,117,27,2,33,103,1,0,34,149,0.271,0.321,0.572,0.893,136,0.372,133,247,11,2,0,9,1,"D/7H",1,2,113,479,432,61,117,27,2,33,103,1,0,34,149,0.271,0.321,0.572,0.893,136,0.372,133,247,11,2,0,9,1,1,"DH/RF",36,1,10000000,10000000,5,1090
"Jd Martinez","NYM","2024",0.5,120,495,434,46,102,24,1,16,69,0,0,49,141,0.235,0.32,0.406,0.725,105,0.321,107,176,17,6,0,2,0,"D/H",0,0.5,120,495,434,46,102,24,1,16,69,0,0,49,141,0.235,0.32,0.406,0.725,105,0.321,107,176,17,6,0,2,0,1,"DH/RF",37,1,12000000,12000000,6,1091
"Jeanmar Gomez","PHI","2015",0,61,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-136,0,0,0,0,0,0,"1",0,0,61,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-136,0,0,0,0,0,0,1,"RP",27.5,1,800000,800000,0,1092
"Jed Lowrie","HOU","2015",1.2,69,263,230,35,51,14,0,9,30,1,0,28,43,0.222,0.312,0.4,0.712,97,0.322,101,92,3,3,0,2,5,"56/HD",0,1.2,69,263,230,35,51,14,0,9,30,1,0,28,43,0.222,0.312,0.4,0.712,97,0.322,101,92,3,3,0,2,5,1,"2B",31.3,3,23000000,7666666.66666667,0,1095
"Jed Lowrie","OAK","2016",-0.6,87,369,338,30,89,12,1,2,27,0,0,26,65,0.263,0.314,0.322,0.637,77,0.282,71,109,10,1,0,4,0,"4/DH6",0,-0.6,87,369,338,30,89,12,1,2,27,0,0,26,65,0.263,0.314,0.322,0.637,77,0.282,71,109,10,1,0,4,0,1,"2B",32.3,3,23000000,7666666.66666667,1,1095
"Jed Lowrie","OAK","2017",3.4,153,645,567,86,157,49,3,14,69,0,1,73,100,0.277,0.36,0.448,0.808,120,0.353,122,254,10,2,0,3,2,"4D/H5",0,3.4,153,645,567,86,157,49,3,14,69,0,1,73,100,0.277,0.36,0.448,0.808,120,0.353,122,254,10,2,0,3,2,1,"2B",33.3,3,23000000,7666666.66666667,2,1095
"Jed Lowrie","NYM","2019",-0.2,9,8,7,0,0,0,0,0,0,0,0,1,4,0,0.125,0,0.125,-61,0.087,-71,0,0,0,0,0,0,"/H",0,-0.2,9,8,7,0,0,0,0,0,0,0,0,1,4,0,0.125,0,0.125,-61,0.087,-71,0,0,0,0,0,0,1,"2B",35.3,2,20000000,10000000,3,1096
"Jed Lowrie","OAK","2021",0.2,139,512,457,55,112,28,0,14,69,0,0,49,108,0.245,0.318,0.398,0.717,101,0.318,103,182,8,2,0,4,1,"4DH/5",0,0.2,139,512,457,55,112,28,0,14,69,0,0,49,108,0.245,0.318,0.398,0.717,101,0.318,103,182,8,2,0,4,1,0,"2B",37.3,2,24508373.3978849,12254186.6989424,6,1097
"Jed Lowrie","OAK","2021",0.2,139,512,457,55,112,28,0,14,69,0,0,49,108,0.245,0.318,0.398,0.717,101,0.318,103,182,8,2,0,4,1,"4DH/5",0,0.2,139,512,457,55,112,28,0,14,69,0,0,49,108,0.245,0.318,0.398,0.717,101,0.318,103,182,8,2,0,4,1,1,"2B",37.3,1,1500000,1500000,7,1098
"Jed Lowrie","OAK","2022",-1.2,50,184,167,14,30,5,0,3,16,1,0,15,39,0.18,0.245,0.263,0.508,50,0.232,47,44,5,0,0,2,0,"D/H34",0,-1.2,50,184,167,14,30,5,0,3,16,1,0,15,39,0.18,0.245,0.263,0.508,50,0.232,47,44,5,0,0,2,0,0,"2B",38.3,1,850000,850000,8,1099
"Jeff Baker","TEX","2013",0.8,74,175,154,21,43,8,0,11,21,1,0,18,48,0.279,0.36,0.545,0.905,144,0.394,147,84,5,2,0,1,1,"H37D5/49",0,0.8,74,175,154,21,43,8,0,11,21,1,0,18,48,0.279,0.36,0.545,0.905,144,0.394,147,84,5,2,0,1,1,1,"1B/3B",32.2,1,1750000,1750000,0,1100
"Jeff Baker","MIA","2014",0,90,225,208,27,55,10,4,3,28,1,0,13,51,0.264,0.307,0.394,0.701,96,0.328,102,82,8,1,0,3,1,"3H4/5",0,0,90,225,208,27,55,10,4,3,28,1,0,13,51,0.264,0.307,0.394,0.701,96,0.328,102,82,8,1,0,3,1,1,"1B/3B",33.2,2,3700000,1850000,1,1101
"Jeff Baker","MIA","2015",-0.1,41,80,72,11,15,3,0,3,8,0,0,8,25,0.208,0.288,0.375,0.663,83,0.317,96,27,0,0,0,0,0,"H3/457D",0,-0.1,41,80,72,11,15,3,0,3,8,0,0,8,25,0.208,0.288,0.375,0.663,83,0.317,96,27,0,0,0,0,0,1,"1B/3B",34.2,2,3700000,1850000,2,1101
"Jeff Francis","COL","2013",0,22,20,14,0,1,1,0,0,1,0,0,2,3,0.071,0.222,0.143,0.365,-2,0.188,-32,2,1,1,2,1,0,"1",0,0,22,20,14,0,1,1,0,0,1,0,0,2,3,0.071,0.222,0.143,0.365,-2,0.188,-32,2,1,1,2,1,0,0,"SP",32.6,1,1500000,1500000,0,1102
"Jeff Francoeur","SDP","2014",-0.3,10,28,24,2,2,0,0,0,1,0,0,3,7,0.083,0.179,0.083,0.262,-20,0.139,-30,2,0,0,0,1,0,"/9H",0,-0.3,10,28,24,2,2,0,0,0,1,0,0,3,7,0.083,0.179,0.083,0.262,-20,0.139,-30,2,0,0,0,1,0,1,"LF",30.6,1,962500,962500,0,1104
"Jeff Francoeur","2TM","2016",0.3,125,331,307,33,78,15,1,7,34,2,2,20,90,0.254,0.297,0.378,0.675,81,0.303,82,116,5,0,1,3,2,"7H9/D5",0,0.3,125,331,307,33,78,15,1,7,34,2,2,20,90,0.254,0.297,0.378,0.675,81,0.303,82,116,5,0,1,3,2,1,"LF",32.6,1,1000000,1000000,1,1105
"Jeff Hoffman","TOR","2025",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",32.6,3,33000000,11000000,1,1107
"Jeff Mathis","MIA","2016",0.4,41,132,126,12,30,4,1,2,15,0,0,4,36,0.238,0.267,0.333,0.601,64,0.277,66,42,1,1,1,0,0,"2/H",0,0.4,41,132,126,12,30,4,1,2,15,0,0,4,36,0.238,0.267,0.333,0.601,64,0.277,66,42,1,1,1,0,0,0,"C",33.3,1,1500000,1500000,0,1108
"Jeff Mathis","ARI","2017",-0.4,60,203,186,13,40,10,2,2,11,1,0,14,61,0.215,0.277,0.323,0.6,52,0.265,40,60,6,2,1,0,1,"2/H",0,-0.4,60,203,186,13,40,10,2,2,11,1,0,14,61,0.215,0.277,0.323,0.6,52,0.265,40,60,6,2,1,0,1,1,"C",34.3,2,4000000,2000000,1,1109
"Jeff Mathis","ARI","2018",0.7,69,218,195,15,39,9,1,1,20,0,0,20,66,0.2,0.272,0.272,0.544,45,0.255,39,53,7,0,1,2,1,"2/H14",0,0.7,69,218,195,15,39,9,1,1,20,0,0,20,66,0.2,0.272,0.272,0.544,45,0.255,39,53,7,0,1,2,1,1,"C",35.3,2,4000000,2000000,2,1109
"Jeff Mathis","TEX","2019",-1.5,86,244,228,17,36,9,0,2,12,1,0,15,87,0.158,0.209,0.224,0.433,11,0.194,-6,51,2,0,0,1,1,"2/1",0,-1.5,86,244,228,17,36,9,0,2,12,1,0,15,87,0.158,0.209,0.224,0.433,11,0.194,-6,51,2,0,0,1,1,1,"C",36.3,2,7789283.12266584,3894641.56133292,3,1110
"Jeff Mathis","TEX","2020",0.5,24,68,62,6,10,1,1,3,9,1,0,5,24,0.161,0.221,0.355,0.575,56,0.249,46,22,0,0,0,1,0,"2/H",0,0.5,24,68,62,6,10,1,1,3,9,1,0,5,24,0.161,0.221,0.355,0.575,56,0.249,46,22,0,0,0,1,0,1,"C",37.3,2,7789283.12266584,3894641.56133292,4,1110
"Jeff Mathis","TEX","2020",0.5,24,68,62,6,10,1,1,3,9,1,0,5,24,0.161,0.221,0.355,0.575,56,0.249,46,22,0,0,0,1,0,"2/H",0,0.5,24,68,62,6,10,1,1,3,9,1,0,5,24,0.161,0.221,0.355,0.575,56,0.249,46,22,0,0,0,1,0,0,"C",37.3,2,7658866.68683903,3829433.34341951,5,1111
"Jeff Mathis","ATL","2021",-0.2,3,9,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,-138,0,0,0,0,0,0,"/2",0,-0.2,3,9,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,-138,0,0,0,0,0,0,0,"C",38.3,2,7658866.68683903,3829433.34341951,6,1111
"Jeff Mathis","ATL","2021",-0.2,3,9,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,-138,0,0,0,0,0,0,"/2",0,-0.2,3,9,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,-138,0,0,0,0,0,0,1,"C",38.3,1,1800000,1800000,7,1112
"Jeimer Candelario","2TM","2023",3.3,140,576,505,77,127,39,3,22,70,8,1,53,127,0.251,0.336,0.471,0.807,121,0.353,123,238,11,13,0,4,1,"53/DH",0,3.3,140,576,505,77,127,39,3,22,70,8,1,53,127,0.251,0.336,0.471,0.807,121,0.353,123,238,11,13,0,4,1,1,"3B",29.8,1,5000000,5000000,0,1113
"Jeimer Candelario","CIN","2024",-0.7,112,463,427,47,96,23,2,20,56,4,3,27,114,0.225,0.279,0.429,0.707,90,0.306,87,183,7,6,0,3,1,"53D/H",0,-0.7,112,463,427,47,96,23,2,20,56,4,3,27,114,0.225,0.279,0.429,0.707,90,0.306,87,183,7,6,0,3,1,1,"3B",30.8,3,45000000,15000000,1,1114
"Jeimer Candelario","CIN","2025",-0.9,22,91,80,3,9,2,0,2,10,0,1,9,29,0.113,0.198,0.213,0.41,12,0.185,2,17,1,0,0,2,0,"5/3D",0,-0.9,22,91,80,3,9,2,0,2,10,0,1,9,29,0.113,0.198,0.213,0.41,12,0.185,2,17,1,0,0,2,0,1,"3B",31.8,3,45000000,15000000,2,1114
"Jeremy Guthrie","KCR","2013",0,2,5,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,38,0.201,-18,1,0,0,0,0,0,"1",0,0,2,5,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,38,0.201,-18,1,0,0,0,0,0,0,"SP/SP5",34.3,3,25000000,8333333.33333333,0,1115
"Jeremy Guthrie","KCR","2014",0,3,7,5,0,0,0,0,0,0,0,0,0,1,0,0.167,0,0.167,-48,0.121,-77,0,0,1,1,0,0,"1/H",0,0,3,7,5,0,0,0,0,0,0,0,0,0,1,0,0.167,0,0.167,-48,0.121,-77,0,0,1,1,0,0,0,"SP/SP5",35.3,3,25000000,8333333.33333333,1,1115
"Jeremy Guthrie","KCR","2015",0,2,5,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,37,0.224,2,1,0,0,1,0,0,"1",0,0,2,5,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,37,0.224,2,1,0,0,1,0,0,0,"SP/SP5",36.3,3,25000000,8333333.33333333,2,1115
"Jeremy Hellickson","PHI","2017",0,20,39,33,1,3,1,1,0,2,0,0,3,9,0.091,0.167,0.182,0.348,-8,0.16,-35,6,0,0,3,0,0,"1",0,0,20,39,33,1,3,1,1,0,2,0,0,3,9,0.091,0.167,0.182,0.348,-8,0.16,-35,6,0,0,3,0,0,0,"RP",30.3,1,17200000,17200000,2.041,1117
"Jeremy Hellickson","WSN","2018",-0.3,18,35,32,0,2,1,0,0,1,0,0,0,13,0.063,0.063,0.094,0.156,-59,0.067,-117,3,0,0,3,0,0,"1",0,-0.3,18,35,32,0,2,1,0,0,1,0,0,0,13,0.063,0.063,0.094,0.156,-59,0.067,-117,3,0,0,3,0,0,1,"RP",31.3,1,2000000,2000000,3.041,1118
"Jeremy Hellickson","WSN","2019",0.1,9,13,9,3,1,0,0,0,0,0,0,2,4,0.111,0.273,0.111,0.384,7,0.207,-11,1,0,0,2,0,0,"/1",0,0.1,9,13,9,3,1,0,0,0,0,0,0,2,4,0.111,0.273,0.111,0.384,7,0.207,-11,1,0,0,2,0,0,0,"RP",32.3,1,1300000,1300000,4.041,1119
"Jeremy Jeffress","MIL","2014",0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",26.9,1,699929.270230394,699929.270230394,0,1120
"Jeremy Jeffress","2TM","2016",0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",28.9,1,687730.662918716,687730.662918716,1,1121
"Jeremy Jeffress","2TM","2017",0,21,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-138,0,0,0,0,0,0,"1",0,0,21,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-138,0,0,0,0,0,0,1,"RP",29.9,1,2731801.29199069,2731801.29199069,2,1122
"Jeremy Jeffress","MIL","2018",0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",30.9,1,2228808.26199212,2228808.26199212,3,1123
"Jeremy Jeffress","CHC","2020",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",32.9,1,850000,850000,4,1124
"Jerome Williams","2TM","2014",0,9,16,12,0,2,0,0,0,3,0,0,0,4,0.167,0.167,0.167,0.333,-6,0.151,-73,2,0,0,4,0,0,"1",0,0,9,16,12,0,2,0,0,0,3,0,0,0,4,0.167,0.167,0.167,0.333,-6,0.151,-73,2,0,0,4,0,0,1,"RP",32.7,1,2100000,2100000,0,1126
"Jerome Williams","STL","2016",0,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-139,0,0,0,0,0,0,"1",0,0,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-139,0,0,0,0,0,0,1,"RP",34.7,1,672362.379948466,672362.379948466,1,1127
"Jerry Blevins","NYM","2016",0,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-145,0,0,0,0,0,0,"1",0,0,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-145,0,0,0,0,0,0,0,"RP",32.9,1,4000000,4000000,0,1128
"Jerry Blevins","NYM","2017",0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",33.9,1,6500000,6500000,1,1129
"Jerry Blevins","NYM","2018",0.1,60,2,2,0,1,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1,183,0.45,195,1,0,0,0,0,0,"1",0,0.1,60,2,2,0,1,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1,183,0.45,195,1,0,0,0,0,0,0,"RP",34.9,1,8278430.6873993,8278430.6873993,2,1130
"Jerry Blevins","ATL","2019",0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",35.9,1,1500000,1500000,3,1131
"Jesse Chavez","LAA","2017",-0.1,4,6,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,-180,0,0,0,1,0,0,"1",0,-0.1,4,6,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,-180,0,0,0,1,0,0,1,"RP",34,1,5750000,5750000,0,1133
"Jesse Chavez","2TM","2018",0,30,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-133,0,0,0,0,0,0,"1",0,0,30,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-133,0,0,0,0,0,0,1,"RP",35,1,1500000,1500000,1,1134
"Jesse Chavez","TEX","2019",0.1,4,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,157,0.443,172,1,0,0,0,0,0,"1",0,0.1,4,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,157,0.443,172,1,0,0,0,0,0,1,"RP",36,2,8000000,4000000,2,1135
